City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,eyl,7.9803,49.8164,82.89,82,68,3.87,SO,1715305060
367,galesong,-5.3166,119.3661,86.02,75,77,1.97,ID,1715305061
368,malango,-2.9627,119.9001,80.42,62,8,4.07,ID,1715305061
369,victorica,-36.2151,-65.4359,47.8,49,2,9.66,AR,1715305061
370,kapa'a,22.0752,-159.319,79.2,74,20,8.05,US,1715305061
371,balqash,46.8481,74.995,70.39,49,0,20.13,KZ,1715305062
372,mount gambier,-37.8333,140.7667,60.57,66,87,4.27,AU,1715305062
373,zaragoza,41.6561,-0.8773,67.48,56,0,5.75,ES,1715305063
374,lamu,-2.2717,40.902,79.14,86,84,16.15,KE,1715305063
375,sisimiut,66.9395,-53.6735,22.69,80,11,7.9,GL,1715305063
376,howard springs,-12.497,131.047,89.82,73,6,11.68,AU,1715305063
377,katsuren-haebaru,26.3369,127.8719,77.77,54,20,11.5,JP,1715305064
378,cookeville,36.1628,-85.5016,70.59,91,0,0.0,US,1715304957
379,holualoa,19.6228,-155.9522,80.44,77,40,16.11,US,1715304911
380,priozersk,61.0393,30.1291,39.09,87,97,5.64,RU,1715305065
381,bartlesville,36.7473,-95.9808,70.11,59,0,0.0,US,1715304769
382,bubaque,11.2833,-15.8333,79.79,79,100,6.42,GW,1715305065
383,lebu,-37.6167,-73.65,47.16,86,0,3.31,CL,1715305065
384,valdivia,-39.8142,-73.2459,48.29,99,80,1.21,CL,1715304946
385,sillod,20.3,75.65,86.25,42,0,4.52,IN,1715305066
386,narasannapeta,18.4167,84.05,85.82,69,56,8.19,IN,1715305066
387,protaras,35.0125,34.0583,72.95,55,93,8.99,CY,1715305066
388,trujillo,-8.116,-79.03,64.36,88,20,12.66,PE,1715304843
389,nurabad,34.0734,47.9725,45.32,57,1,2.71,IR,1715305067
390,retreat,38.8245,-85.8533,67.15,98,10,7.31,US,1715305067
391,amol,36.4696,52.3507,56.23,72,2,3.8,IR,1715305067
392,boca chica,18.4537,-69.6111,81.46,94,40,4.61,DO,1715305068
393,hadibu,12.65,54.0333,82.72,73,72,0.69,YE,1715305068
394,hirakud,21.5167,83.8667,81.14,61,2,2.06,IN,1715305068
395,weno,7.4515,151.8468,87.75,79,100,9.22,FM,1715305068
396,kloulklubed,7.0419,134.2556,77.5,82,94,7.23,PW,1715305068
397,altai,46.3722,96.2583,48.09,26,21,4.59,MN,1715305069
398,ngaoundere,7.3167,13.5833,72.75,66,87,4.38,CM,1715305069
399,cranbrook,49.4999,-115.7688,73.24,18,40,4.61,CA,1715305069
400,leava,-14.3,-178.1667,81.79,67,100,15.37,WF,1715305069
401,sechura,-5.5569,-80.8222,71.65,73,100,18.66,PE,1715305070
402,colby,39.3958,-101.0524,60.85,48,0,9.22,US,1715304920
403,santiago de cao,-7.9589,-79.2392,64.53,88,20,12.66,PE,1715305070
404,peniche,39.3558,-9.3811,62.29,95,100,4.9,PT,1715305070
405,jining,35.405,116.5814,81.86,33,5,16.82,CN,1715305071
406,balcarce,-37.8462,-58.2552,49.39,71,100,1.99,AR,1715304902
407,basco,20.4487,121.9702,79.88,72,95,19.46,PH,1715305071
408,concordia,-31.393,-58.0209,53.78,80,100,5.99,AR,1715304813
409,effium,6.6292,8.0593,80.29,85,100,8.39,NG,1715305072
410,vorkuta,67.5,64.0,28.11,74,100,21.0,RU,1715305072
411,chitipa,-9.7024,33.2697,62.82,84,87,5.95,MW,1715305072
412,hami,42.8,93.45,72.36,27,0,10.0,CN,1715305072
413,brookings,44.3114,-96.7984,62.94,51,0,4.61,US,1715305072
414,ibirite,-20.0219,-44.0589,71.11,71,5,3.24,BR,1715305073
415,hilo,19.7297,-155.09,78.53,81,75,11.5,US,1715305009
416,mawu,29.5923,107.3139,64.8,90,100,2.66,CN,1715305073
417,kurumkan,54.3,110.3,42.13,74,100,10.0,RU,1715305073
418,machico,32.7,-16.7667,68.63,79,40,5.75,PT,1715305074
419,guiuan,11.0333,125.7247,83.82,72,29,8.34,PH,1715305074
420,nurota,40.5614,65.6886,61.18,87,100,14.94,UZ,1715305074
421,nova sintra,14.8667,-24.7167,74.8,78,9,23.0,CV,1715305075
422,floro,61.5996,5.0328,43.23,87,100,3.44,NO,1715305075
423,yaring,6.8662,101.3689,85.28,75,100,6.31,TH,1715305075
424,mugia,43.1041,-9.2179,56.91,76,60,6.4,ES,1715305075
425,xai-xai,-25.0519,33.6442,63.21,95,10,6.73,MZ,1715305075
426,tubarjal,30.4999,38.216,71.33,19,0,8.97,SA,1715305076
427,ribeira brava,32.65,-17.0667,68.63,76,16,0.63,PT,1715305076
428,rawson,-43.3002,-65.1023,48.65,62,0,2.24,AR,1715305076
429,alofi,-19.0595,-169.9187,80.49,74,75,6.91,NU,1715305076
430,ingeniero jacobacci,-41.3427,-69.5448,35.82,78,2,10.6,AR,1715305077
431,ji'an,27.1172,114.9793,76.24,74,79,8.68,CN,1715305077
432,camden,39.7835,-74.9663,61.7,86,100,7.72,US,1715304987
433,coquimbo,-29.9533,-71.3436,56.93,82,100,4.61,CL,1715305078
434,sabang,5.8933,95.3214,84.2,72,23,1.83,ID,1715305078
435,xianyang,34.3378,108.7026,76.24,53,0,4.47,CN,1715305078
436,ola,59.5833,151.2833,39.15,79,42,5.08,RU,1715305079
437,narrabri,-30.3167,149.7833,74.52,55,100,1.99,AU,1715305079
438,karyes,37.3,22.5,53.26,91,100,7.54,GR,1715305079
439,magistral'nyy,56.1725,107.4458,37.36,80,75,13.56,RU,1715305079
440,spanish wells,26.323,-81.7957,80.98,52,1,8.46,US,1715305080
441,kismayo,-0.3582,42.5454,78.67,86,35,10.13,SO,1715305080
442,ust'-ilimsk,58.0006,102.6619,40.44,67,14,4.0,RU,1715305080
443,kidal,18.4411,1.4078,88.92,7,2,11.7,ML,1715305081
444,matoury,4.8483,-52.3317,76.96,100,75,2.3,GF,1715305081
445,baihe,22.15,107.2333,81.39,75,88,3.09,CN,1715305081
446,torghay,49.6339,63.4981,47.97,53,94,10.0,KZ,1715305081
447,ibshaway,29.358,30.6814,77.79,12,0,9.26,EG,1715305081
448,daira din panah,30.5702,70.9361,93.88,19,0,15.05,PK,1715305082
449,yung shue wan,22.2333,114.1167,79.34,74,71,1.99,HK,1715305082
450,dukku,10.8231,10.7717,83.91,53,98,8.12,NG,1715305082
451,kristinestad,62.2743,21.376,39.09,87,95,17.47,FI,1715305082
452,khandyga,62.6667,135.6,37.72,73,100,3.13,RU,1715305083
453,saudarkrokur,65.7461,-19.6394,40.46,60,97,1.25,IS,1715305083
454,angra dos reis,-23.0067,-44.3181,73.87,84,19,3.47,BR,1715304968
455,chos malal,-37.3781,-70.2709,44.58,49,100,4.76,AR,1715305083
456,makurazaki,31.2667,130.3167,66.67,61,60,10.04,JP,1715305084
457,wewak,-3.5534,143.6268,82.42,84,72,5.75,PG,1715305084
458,axim,4.8699,-2.2405,81.86,84,100,6.31,GH,1715305084
459,laojunmiao,39.8333,97.7333,54.41,32,100,8.21,CN,1715305085
460,san andres,12.5847,-81.7006,86.02,79,20,8.05,CO,1715305085
461,ostersund,63.1792,14.6357,34.25,86,19,19.57,SE,1715305041
462,tadine,-21.55,167.8833,74.21,62,82,16.51,NC,1715305085
463,hell-ville,-13.4,48.2667,77.86,71,8,5.93,MG,1715305086
464,annaba,36.9,7.7667,53.56,94,20,3.44,DZ,1715305086
465,bambari,5.768,20.6757,74.26,84,82,2.08,CF,1715305086
466,gizo,-8.103,156.8419,81.86,82,82,12.8,SB,1715305086
467,zemio,5.0314,25.1361,71.13,96,76,2.71,CF,1715305087
468,san clemente del tuyu,-36.3569,-56.7235,47.98,54,2,6.26,AR,1715305087
469,fonte boa,-2.4959,-66.2662,76.17,95,99,2.59,BR,1715305087
470,cabo san lucas,22.8909,-109.9124,82.71,44,0,5.75,MX,1715305087
471,port macquarie,-31.4333,152.9167,71.89,63,100,6.26,AU,1715305088
472,la passe,45.5549,-0.8967,56.41,92,29,10.18,FR,1715305088
473,tshikapa,-6.4167,20.8,74.53,74,70,2.13,CD,1715305088
474,bambanglipuro,-7.95,110.2833,83.5,75,18,4.68,ID,1715305088
475,williams lake,52.1415,-122.1445,72.97,23,40,3.44,CA,1715304863
476,ashland,40.8167,-82.2665,52.2,96,100,14.09,US,1715305008
477,sandnessjoen,66.0217,12.6316,36.12,67,98,20.6,NO,1715305089
478,the pas,53.8251,-101.2541,55.42,54,75,14.97,CA,1715305089
479,quang ngai,15.1167,108.8,92.55,46,100,3.78,VN,1715305090
480,slave lake,55.2834,-114.769,60.78,44,0,10.36,CA,1715304982
481,timbuktu,16.7735,-3.0074,89.47,7,0,8.01,ML,1715305090
482,fuqing,25.725,119.3794,69.57,68,98,6.73,CN,1715305090
483,hafar al-batin,28.4328,45.9708,72.18,24,0,4.61,SA,1715305090
484,cockburn town,21.4612,-71.1419,78.26,78,0,13.76,TC,1715304833
485,adrar,20.5022,-10.0711,87.15,9,99,7.85,MR,1715305091
486,shalqar,47.8333,59.6,48.34,49,7,5.82,KZ,1715305091
487,pitkyaranta,61.5734,31.4792,34.52,67,88,2.86,RU,1715305091
488,margate,51.3813,1.3862,51.69,89,84,4.45,GB,1715304513
489,ribeirao bonito,-22.0667,-48.1761,67.95,53,10,3.94,BR,1715305092
490,keetmanshoop,-26.5833,18.1333,74.32,40,37,11.5,,1715305092
491,leduc,53.2668,-113.552,73.26,21,20,11.5,CA,1715304999
492,vangviang,18.9333,102.45,77.81,74,92,2.42,LA,1715305093
493,contai,21.7786,87.7536,85.37,63,4,7.61,IN,1715305093
494,auki,-8.7676,160.7034,82.35,85,100,3.69,SB,1715305093
495,miles city,46.4083,-105.8406,63.57,55,0,16.11,US,1715304800
496,gordonvale,-17.0936,145.7842,82.9,97,100,5.08,AU,1715305094
497,stawell,-37.05,142.7667,61.52,67,80,5.35,AU,1715305094
498,shakiso,5.75,38.9167,61.11,97,100,1.5,ET,1715305094
499,ritchie,-29.038,24.6028,65.41,34,10,11.99,ZA,1715305095
500,olinda,-8.0089,-34.8553,78.53,89,75,6.91,BR,1715305095
501,bayanhongor,46.7167,100.1167,41.7,17,0,7.85,MN,1715305095
502,jumla,29.2747,82.1838,54.54,73,95,2.8,NP,1715305096
503,sinop,41.7711,34.8709,48.7,86,100,1.97,TR,1715304633
504,amstetten,48.1229,14.8721,48.79,83,12,0.54,AT,1715305096
505,wotho,10.1657,166.0102,81.45,77,90,17.02,MH,1715305096
506,chingola,-12.529,27.8838,58.5,68,85,4.88,ZM,1715305097
507,gillette,44.2911,-105.5022,52.72,77,100,15.99,US,1715305097
508,baukau,51.5526,7.2042,55.49,87,12,1.1,DE,1715305097
509,lata,40.1629,-8.3327,60.08,68,37,0.47,PT,1715305097
510,tongchuan,35.0806,109.0897,72.14,55,100,6.46,CN,1715305097
511,guerrero negro,27.9769,-114.0611,62.01,72,54,16.51,MX,1715305098
512,saipan,15.1355,145.701,92.1,62,40,16.11,MP,1715305098
513,juan griego,11.0817,-63.9655,80.49,84,100,10.27,VE,1715305098
514,kasli,55.8909,60.7616,32.49,69,100,6.35,RU,1715305098
515,hafnarfjordur,64.0671,-21.9377,44.98,70,0,9.22,IS,1715305099
516,flying fish cove,-10.4217,105.6791,82.08,78,100,14.97,CX,1715305099
517,bom jesus do galho,-19.8289,-42.3161,64.99,86,37,3.09,BR,1715305099
518,mitu,1.1983,-70.1733,74.25,98,100,2.17,CO,1715305099
519,bargi,22.9833,79.8667,83.17,46,0,15.3,IN,1715305100
520,jimenez,28.3333,-105.4,81.68,7,3,10.04,MX,1715305065
521,meadow lake,34.8014,-106.5436,72.88,15,49,12.86,US,1715305100
522,san salvador,13.6894,-89.1872,78.87,100,61,3.0,SV,1715305000
523,pont rouge,48.8833,-72.0825,43.09,68,5,4.27,CA,1715305101
524,molde,62.7375,7.1591,38.71,87,40,8.05,NO,1715305101
525,troitsko-pechorsk,62.7084,56.1964,22.69,96,96,5.01,RU,1715305101
526,tutoia,-2.7619,-42.2744,79.61,89,100,7.25,BR,1715305101
527,palopo,-2.9996,120.1921,84.51,66,64,3.91,ID,1715305102
528,santa helena,-2.2311,-45.3,75.25,97,100,2.46,BR,1715305102
529,nova vicosa,-17.8919,-39.3719,77.68,84,0,6.22,BR,1715305102
530,muisne,0.6,-80.0333,79.09,86,97,1.25,EC,1715305102
531,kashgar,39.4547,75.9797,76.21,20,40,4.47,CN,1715305103
532,jinchang,38.4953,102.1739,55.08,65,100,18.34,CN,1715305103
533,masterton,-40.9597,175.6575,52.88,50,40,10.0,NZ,1715305103
534,petawawa,45.9001,-77.3328,53.19,58,100,3.44,CA,1715305025
535,tura,25.5198,90.2201,78.73,63,89,2.77,IN,1715305104
536,mamfe,5.754,9.3123,78.17,92,100,2.51,CM,1715305104
537,kavaratti,10.5669,72.642,85.73,69,100,10.27,IN,1715305104
538,lengshuitan,26.4111,111.5956,71.83,82,99,5.48,CN,1715305105
539,ketchikan,55.3422,-131.6461,53.35,87,75,8.05,US,1715305105
540,portland,45.5234,-122.6762,81.19,34,20,13.0,US,1715304519
541,chonchi,-42.6128,-73.8092,43.12,96,19,2.28,CL,1715305105
542,arkhangel'sk,64.5401,40.5433,28.13,86,100,13.42,RU,1715305106
543,gornopravdinsk,60.05,69.9,38.19,67,6,11.12,RU,1715305106
544,kill devil hills,36.0307,-75.676,77.02,67,0,10.36,US,1715305107
545,kumertau,52.7667,55.7833,31.84,84,6,9.06,RU,1715305107
546,jaguariaiva,-24.2511,-49.7058,63.41,94,15,3.49,BR,1715305107
547,iskateley,67.6803,53.1512,29.01,95,100,25.99,RU,1715305107
548,al jawf,29.5,38.75,72.59,19,0,14.97,SA,1715305108
549,sterling,39.0062,-77.4286,65.55,79,75,6.91,US,1715304826
550,selfoss,63.9331,-20.9971,43.05,61,100,7.45,IS,1715305108
551,ambon,-3.6954,128.1814,86.14,74,40,5.75,ID,1715305108
552,makokou,0.5738,12.8642,72.34,99,97,2.06,GA,1715305108
553,bol,13.4586,14.7147,84.51,54,86,6.85,TD,1715305109
554,ad dabbah,18.05,30.95,78.49,10,4,6.2,SD,1715305109
